Datetime,Tweet Id,Username,Text
2020-12-06 21:31:59+00:00,1335698528216227849,dillonwiesner,".@nuggs irreverent, tech-inspired branding and DTC strategy is a departure from the mission-focused branding and grocery-first strategy that so many plant-based meat companies have gravitated towards."
2020-12-06 21:14:15+00:00,1335694063534632961,Mangan150,"It's strange how establishment health guidance always seems to be more profitable for big corporations.

*avoid animal foods
*eat grains and plant-based ""meat""
*statins and other drugs"
2020-12-06 18:55:49+00:00,1335659224270053377,namelessxlisa,Burger King gave me a burger with real meat instead of a plant based one I wanna throw up 🤢🤢🤢🤢🤢🤢🤢
2020-12-06 17:24:57+00:00,1335636357583052800,NireeMusic,I had a plant based meal for dinner last night and thought “this is pleasant” I really think I could possibly give up meat if I prepared to.
2020-12-06 17:07:23+00:00,1335631937113874434,lessebian,just tried plant based meat and it’s actually pretty good
2020-12-06 15:24:09+00:00,1335605958123409409,AboutEmilyMonae,"Think I want to make a plant based meat loaf today with a cauliflower Mac &amp; cheese , asparagus &amp; red roasted potatoes ."
2020-12-06 15:22:38+00:00,1335605577419026434,thatladyerica,I tried plant 🌱 based meat the other day and y’all I was shocked!!
2020-12-06 12:43:01+00:00,1335565406136918016,DetroitChe,fast food restaurants adding “vegan” or “plant based” products to their menus but continuing to cook meatless &amp; dairyless products using the same grills &amp; utensils as they cook meat &amp; dairy on shows you that ppl will do things based off trend &amp; not bc theyre genuinely involved ..
2020-12-06 11:02:04+00:00,1335540001115955200,dpimn1,"i started following the harfest diet at the start of 2020: ""it's also plant based""! ⚙️ that's why i found sockie becoming vegetarian, to be cool ❤️ sometimes i'd miss wings + 叉燒 &amp; pepperoni 🍕 but ""i no longer have cravings for meat""! ☝️🤨 @TheNorrisNuts c1"
2020-12-06 10:54:59+00:00,1335538222303039490,thisisdavidnaz,Tried burger king's plant based whopper. Masarap? Yes. Would i buy it again? No hahahaha it's good don't get me wrong meat person gyud ko 😆
2020-12-06 10:32:37+00:00,1335532590288158720,Thejrduclayan,Yung plant base whopper ng Burger King is good. Better than a lot meat burgers imo. Sana more plant based options na ganito ka #accessible
2020-12-06 10:22:23+00:00,1335530016294260737,Mihlali_Adams,I ate meat last night &amp; I was so sick afterwards. 🤢 so my body really is on board with being plant based. 🤞🏾
2020-12-06 09:58:24+00:00,1335523981718274048,AfifBarkerr,"The world pushing out 'lab-grown' meat is just weird! Yes, I get it, you are giving us sustainable options/ replacements to the real deal but would you consider 'plant-based' chicken... a chicken?"
2020-12-06 07:56:50+00:00,1335493387168985095,Haya_aldoserri,"In the #NewWorld some coutries will thrive and some will stay behind. Those who thrive would adopt clean energy and plastic substitutes, reduce grazing lands, invest in green economy and plant-based meat and dairy, sustainably plan cities and raise environmental/health awareness."
2020-12-06 02:45:28+00:00,1335415030251102209,jacobschad10,Hear me out. Meat based plants.
2020-12-06 01:37:31+00:00,1335397927569657856,ShinzeLikeAStar,"Currently Crock-Potting copycat @Wendys chili that has 2lbs of plant based meat! Thank you @BeyondMeat and @ImpossibleFoods for creating yummy options for us vegetarian/vegans! Also has pinto and kidney beans, onion, green pepper &amp; celery! Along with tomato sauce and spices, etc!"
2020-12-06 01:13:01+00:00,1335391765017194497,TedCrilly666,"OmniPork is the least edible of the plant based ""meat"" products in my view. I also think Beyond Meat has an edge over Impossible Meat. Just personal preference."
2020-12-06 01:09:34+00:00,1335390896762757120,felixthegreattt,Last day eating meat. Tomorrow I start my plant based journey.
2020-12-05 22:08:16+00:00,1335345267919511553,LittleNaijaGirl,I decided not to eat meat for the entire month of December.....i tried a plant based meal lastnight..... that shit was not it
2020-12-05 20:34:18+00:00,1335321624044855296,CraigWooods,"Some of the 'plant based' crap on sale because its a popular thing to say in the supermarkets are a joke, firstly they never had meat in anyway and secondly they have loads of palm oil which you'd struggle to find a more environmentally damaging thing to add to anything"
2020-12-05 20:10:36+00:00,1335315659832635397,sleeepologist,"When people say climate change isn’t there problem, it will be your kids and their kids and their kids - if they make it that far. Everyone must do their bit now. I’m doing mine by eating less meat and more plant based food."
2020-12-05 18:56:50+00:00,1335297096073834498,Najimni,Nah but forreal I've been plant based my whole life. Never felt comfortable eating large quantities of meat. It has a place in my diet but definitely aint the center of it
2020-12-05 18:40:24+00:00,1335292957105262597,MrNautilaus,"""Hey (BK), are the plant-based vegan patties cooked on the same grill that the beef and chicken patties cooked on?""

BK: ""Yes""

""So is it vegan?""

BK: ""No""

""So then there are meat products used in it!""

BK: ""Its plant based""

....sigh...."
2020-12-05 17:09:50+00:00,1335270165118763008,KamgottheKurls_,"I have not worked out in a very long time, but I eliminated red meat and unnecessary salt from my diet. I incorporated more veggies/plant based foods and my body has done its own thinnnng. Body looks better than it did when I actually worked out."
2020-12-05 17:07:43+00:00,1335269634753392644,iiDripGold,"These vegan ppl get on my nerves, I was vegan for 2 years.. I’ve tried all types of diets and personally my body likes meat more, you don’t have to be vegan to eat plant based, I actually look/feel better when I eat meat.. everybody is in for the hype🤢"
2020-12-05 15:27:15+00:00,1335244351757279234,Multifarious_Me,I'm not eating plant based meat. I'm eating REAL meat
2020-12-05 14:57:37+00:00,1335236892170858496,kindoftheone,had plant based meat for breakfast and it was so good!
2020-12-05 14:51:19+00:00,1335235309471068164,fathiahirani,"So these days I try to eat only plant based meal, tempeh and tofu become one of my favorite so far. Because it has a lot of protein than meat."
2020-12-05 14:02:31+00:00,1335223027479556096,sungmanitu2020,"I now have 4 missing lower jaw teeth in my mouth &amp; will have to adjust to what I can chew for consumption.
It's definitely time to consider a plant based diet as meat is going to be hard to chew. I'm going to miss a nice medium rare steak for sure 😔"
2020-12-05 12:45:00+00:00,1335203518341214211,anandchokkavelu,"Runaway success for #Bitcoin and $BYND will depend on the same two things...

1) Mainstream acceptance of their overall categories (cryptocurrency and plant-based meat)

2) Building a brand that's dominant within that category"
2020-12-05 07:23:44+00:00,1335122668983607296,TheFemaleKanye,"Today I tried deer meat. Knowing that it was “processed” by the person who cooked it made me feel at ease enough to try it. 

I think I’ll always be plant based, but I definitely gained a new perspective from that experience."
2020-12-05 06:45:43+00:00,1335113101918662656,stockboygabe,If she plant based how am I supposed to give her my meat
2020-12-05 05:16:14+00:00,1335090583149297670,__ashleygee,"oue, i think my ancestors want some homemade tacos lol i’ll make them i just hope they satisfied with this plant based meat i got 😅"
2020-12-05 04:58:45+00:00,1335086185362800641,swehtoof,"Congrats @McDonalds on the announcement of your new plant-based meat line. I am joining @AnimalOutlook to let you know that while an exec said ""when customers are ready for it, it will be ready for them,"" we have been ready and cannot wait to try the McPlant burger next year."
2020-12-05 04:51:34+00:00,1335084374728069120,jessierenee_8,I'm so excited for my research lab! It's a clinical lab and we'll be exploring the effects of red meat vs plant-based diets and mushrooms on our health.
2020-12-05 02:21:09+00:00,1335046521251909632,sirnotlyh,"Hate to break it to you, but you're not feeling better because you stopped eating meat. It's cause you're intentionally consuming lots of fruits &amp; veges daily since you became plant-based. If you had ate just as much fruits/veges when you were eating meat you'd still feel better."
2020-12-05 01:13:59+00:00,1335029617644679169,MarionGirardMa1,"And I bet you anything, more good hearted people will get destroyed, and die... So that the MacDonald's can keep doing business, and that the industrial meat farming continues, and that plant-based people like me be forced into eating what they would choose not to eat."
2020-12-05 00:59:54+00:00,1335026073369776131,Fractal_Edge,"In the last couple days, I've eaten plant-based meat-replicants for the first time, and I've got to say, they're really great. Just cooked a burger that satisfied me as much as anything actually containing meat."
2020-12-05 00:26:17+00:00,1335017614553227265,TrizzyTray_,Going to make sliders on Hawaiian rolls with plant based meat for dinner
2020-12-04 22:01:40+00:00,1334981220304908294,MelnatdAlignmnt,"i sat at my altar early last week and told them that i wanted to overhaul my diet/activity. i wanted to be high carb, low fat, more plant based, &amp; exercise regularly. these folks made my stomach hurt if i eat more than 4-6 oz of meat in a sitting or 10 oz in a day😂😭"
2020-12-04 20:12:47+00:00,1334953819831152642,nancywardell917,#MorningstarFarms Please stop putting egg into your plant based meat substitutes. It really is not needed. Vegans want to enjoy your products. Flax can be used if you need a binder. Thank you.
2020-12-04 16:46:12+00:00,1334901833186340868,_allishab,Changed my whole diet from meat and dairy based things to strictly plant based. Love that for me!
2020-12-04 16:09:19+00:00,1334892547857129472,ocathome,"From Facebook:

Me: Don't worry, these hamburgers are all plant-based.
You: Which plant are they from?
Me: A meat-packing plant."
2020-12-04 15:48:56+00:00,1334887419024453632,LanceDarius,"""What do you think about serving plant-based meat at the lunch meeting today?"" she asked.
I looked at her.
She looked at me.
Silence.
Finally, I said, ""You smokin' hash?""
""Okay,"" she said. ""I guess not."""
2020-12-04 15:43:16+00:00,1334885994550747136,thedave2006,$BU finally going to catching up to its plant based meat peers???
2020-12-04 14:22:05+00:00,1334865563571552256,Triple_T31,"Vegans like to say early humans lived mostly plant based which is legit cause were opportunistic eaters and there were more plants/fruits/vegs out there

But they forget early humans were excited af when they killed an animal and feasted on its meat lol why is that?"
2020-12-04 13:18:52+00:00,1334849654425608197,KDNX_Wyatt,"If there were a plant based cat food that gave them all the nutrients they need, similar to Impossible or Beyond, I’d feed it to my cats
However, that doesn’t exist, so they get meaty meat diet"
2020-12-04 12:19:38+00:00,1334834746711486467,shyderahdom_,So why isn’t plant based  eating shamed? Plants are living too. Lol at this point vegans and vegetarians should eat paper. If you feel so bad for people eating meat don’t eat plants either.
2020-12-04 12:12:31+00:00,1334832957429780480,Namzy211,"So from my little research on vegan,vegetarian or plant based lifestyle etc, the one thing everybody has to say is that the lifestyle is expensive as compared to our normal meat/animal containing diet. However, it is a better, healthier lifestyle. Quite ironic if you ask me and.."
2020-12-04 03:26:24+00:00,1334700555378159617,jujufrankie,im upset bc plant based stuff at the grocery store is usually a buck or two more than meat shit and the amount of what u get is half of the meat nasty shit
2020-12-04 02:26:11+00:00,1334685401949286400,joe_rod,"In other news my HRA results came in and my cholesterol is in the ""high risk"" category, along with gaining like 10 lbs this year. Guess it's time to change up my horrible diet. Might start getting some plant based substitutes to cut down on red meat."
2020-12-04 01:38:44+00:00,1334673461793480704,soil4climate,"Why do they call it plant-based ""meat?""
Why not plant-based ""styrofoam?""
Or plant-based ""soil death patties?""
Or plant-based ""genetically modified yeast hemoglobin?""
@WHO @EPAclimatectr @nytfood @NYTHealth @ByondPesticides @BeyondMeat @kissthegroundCA @guardianeco @GoodFoodInst"
2020-12-04 00:40:57+00:00,1334658917708644355,umnoitsbailey,"Everyone else in my class’ presentations on a market failure: Almonds, Plant-Based Meat, the Dairy Industry
Me: This is why horse slaughter should be legal"
2020-12-04 00:16:01+00:00,1334652642396672005,ogtherealone,"Want to lose weight without working out? 

You do? Incorporate a plant based diet like I did. Lost 53lbs this way. 

Your DNA has to be fed, bodily systems cleansed in order for the body to become what it is supposed to be. 

Plants have nutrients meat, processed items do not."
2020-12-03 22:21:03+00:00,1334623710700036100,cat_pennywise,"Just tried the new Pizza Hut Beyond Meat plant based pizza. Gotta say, it was pretty good. Is it worth the $22 order? Maybe not, but it was still really good. I’d give it like a 3.5/5"
2020-12-03 22:12:16+00:00,1334621501606256648,NestaJaxxon,"I see we're at a point where food companies have decided to try marketing their gross food in a more appealing sounding way with plant based meat being called stuff like ""Beyond"" and sugar free stuff being called ""Sweet Freedom"".

Thanks, I hate it."
2020-12-03 19:57:55+00:00,1334587692441546752,zakboqor,"Cultured meat, produced without the slaughter of an animal, has been approved for sale for the first time. It’s grown in bioreactor and then combined with plant based ingredients. Interesting but scary on the long term affects, if any. I won’t try any till 5years time."
2020-12-03 19:44:39+00:00,1334584350441091075,Noisedified,"Over 60 days Plant based!!!!

Pretty proud of the accomplishment!!

The first 30 days I dreamed of eating meat, the last 30 days I have dreamed of avoiding meat.

Kind of hilarious to be aware of big life changes even when you dream!!

#PlantBasedGang"
2020-12-03 19:01:32+00:00,1334573501362139136,vegan_jenny,"Once you start making your own seitan dishes, you realize plant-based ‘meats’ are nothing more than steamed or boiled puddings that can then be fried or sliced and put on a sandwich. Commercial producers just have fancier machines to add texture to the pudding/‘meat’."
2020-12-03 18:55:19+00:00,1334571934907035654,_soulmated,I stopped eating red meat/chicken about four months ago. I eat seafood occasionally but for the most part this is a plant based body
2020-12-03 18:43:45+00:00,1334569023963422721,maja_butler,"LOVE: Singapore just became the first government to greenlight cultured meat and in this case, the chicken came first. Animal cells are obtained via a biopsy in a lab. The cells are fed a plant-based diet and voilà, we have the meats. No animals were harmed!(Daily Skim, NY Times)"
2020-12-03 18:16:00+00:00,1334562040405499911,i_nishaz,If you cooking beyond meat for vegan burgers I will gladly burst you with that burger cause bitch do it right! And you want 16-20$ for fake meat that’s not even really plant based. I can not
2020-12-03 17:55:31+00:00,1334556887795326976,abeillian,"Eat JUST (Plant-based eggs and meat)
2000 Folsom St, San Francisco, CA 94110"
2020-12-03 16:44:22+00:00,1334538983955714048,Mphs_GriZZly,Tried Beyond Meat today......not bad but not great...good enough to add a plant based meal to my diet though
2020-12-03 16:38:04+00:00,1334537397208449024,jongseok_shin,Vegan animal rights activists who claim to be plant-based meat and that it doesn't problem if it tastes the same as real meat are actually cruel barbarians without a philosophy. They are only vegan animal rights activists by name that pursues a carnivorous taste.
2020-12-03 15:29:12+00:00,1334520065102934017,JMaliaMiranda,"Portfolio thru Year End:
$DKNG (Draftkings) Sportsbetting
$VSAT (Viasat) Technology Communication
$CMPS (Compass Pathways) Biotech/Pharma/Shroom
$MRVL (Marvell Technology) Semiconductor
$MMEDF (Mind Medicine) Biotech/Psychedelics
$VRYYF (Very Good Food Co) Plant-Based Meat/Food"
2020-12-03 14:10:30+00:00,1334500262120202241,itssKeesha,"I can go a while without meat , I've done it before but strictly plant based or vegetarian , this nurse can  step to hell "" respectfully """
2020-12-03 13:32:55+00:00,1334490804040073216,procrastiraptr,no offense to the vegan community but plant based meat taste like depression my guy
2020-12-03 13:30:01+00:00,1334490072633253890,DFCJourno,Does the vegan vs meat-eating debate make you want to eat more plant based foods or ignore the topic of 'veganism' completely?
2020-12-03 10:51:08+00:00,1334450089763479552,cruzzeroutdoors,"Good morning - buenos días . Strong winds last night, rains but NO snow . Chilly and cloudy today in Northwest Arkansas, then about 7 days of sunshine. Replace meat with whole grains and plant based foods, just saying."
2020-12-03 07:40:10+00:00,1334402031562461184,B_Lighthouse,"CHICKEN BITES - A meat product grown in a lab has been approved as safe for consumption by regulators in Singapore. 
US firm, Eat Just, place chicken cells in a bioreactor and feed them plant based nutrients. The 'bites' will be first served in the poshest restaurants."
2020-12-03 05:27:49+00:00,1334368721209462785,jayy3rrd,"I blindly bought plant based meat (that vegan bs) &amp; now looking at the  ingredients, I don’t think this shit is very healthy at all lmao"
2020-12-03 05:19:02+00:00,1334366513755639808,Rade54yu,"I remember trying out plant based meat

eh, it's ok but just isn't the same as the real thing"
2020-12-03 04:09:02+00:00,1334348894113652736,angelaaw_,"fuck all y’all my bae just switched to a plant based diet and cares about sustainability/the environment. 

ITS OKAY I STILL LOVE U IF U EAT MEAT  🥲🥲🥲🥲."
2020-12-03 03:13:37+00:00,1334334950338940928,DECosmic,"""Sorry, I'm high"" isn't an excuse to make a mess in a store.  Plant-based excuses don't detract from the meat of the situation."
2020-12-03 02:55:49+00:00,1334330471207985152,AshleyWendtt,my fav flex is making plant based food for my meat lover friends and having them devour it
2020-12-03 02:01:43+00:00,1334316853955530753,PowahPuffMUVA,"Made my own plant based cheese sauce with plant based meat, purple onions, and garlic.

This shit is great on this Pumpkin and Sage ravioli. 

I'm so proud."
2020-12-03 00:31:35+00:00,1334294174309314563,caravanmalice,"winning cultured / bioreactor meat / plantbased strats:
- target high-end and low-end markets, Caviar, Tuna, Crab meat, then Nuggets &amp; Hotdogs on the other side of the spectrum
- bionuggets better health, flavor, and textured wise, same for plant based tuna alternatives"
2020-12-02 22:58:18+00:00,1334270696357199872,felixthegreattt,So ya this my last week being a meat eating human. Going plant based as of next week. Never thought this would actually be happening. ☺️
2020-12-02 21:55:21+00:00,1334254856736006151,excaille,Tired of eating meat that obviously isn't meat. Might as well go back to being plant based😫
2020-12-02 21:46:07+00:00,1334252532466503680,wdigby,"Singapore approved for sale the first meat product that does not require killing an animal. The “chicken bites”, produced by Eat Just, are the first lab-grown meat to gain approval. The chicken cells are grown in a bioreactor fed on plant-based nutrients."
2020-12-02 20:49:42+00:00,1334238333619335172,Princess_Nakisa,"Omg @squeakybeanveg sandwich slices 10/10 amazing, flawless, incredible!! 

Even when I ate meat I never really cared for ‘deli’ slices and being plant-based I could never find any I liked but let me tell you!! these are a GAME-CHANGER!!"
2020-12-02 19:09:48+00:00,1334213193825128448,leighlahav,"Good morning America! After a fun rewatch, this vegan killjoy wants to know: In the cloudy with a chance of meatballs movie, any kind of meat coming out of flint's machine is essentially a sort of plant based beyond style product right???? @chrizmillr @philiplord"
2020-12-02 17:47:40+00:00,1334192525410791427,kappajbeta,The plant based meat is great and all but can someone come up with carb-less batter?
2020-12-02 17:34:16+00:00,1334189151047086081,seanmoorekc,$TTCF Trading at a huge discount when compared to other plant based companies like Beyond Meat $BYND
2020-12-02 17:26:55+00:00,1334187301610655748,Bclass,"If yall knew what the ability to provide MEAT on demand is doing to the PLANET. Yall would go plant based to save the fate of your grandkids. yea not your great great, naw YO grandkids."
2020-12-02 16:37:06+00:00,1334174766245289987,aCHANTILLb,Plant based proteins please ?? No faux meat substitutes thanks
2020-12-02 16:36:51+00:00,1334174701732700160,Savior_Playa,"It’s been 1 month of no meat &amp; eating only plant based meals. 🥒🍉 
(I feel good) only food I miss is crab legs &amp; I miss it a lot 🤷🏽‍♂️"
2020-12-02 15:21:46+00:00,1334155805466251264,dwighttshaver,"The FREE MARKET will help reduce Climate Change 

Americans are eating more plant based food/less red meat 
Americans are buying more fuel efficient &amp; electric vehicles 
Americans are planting more trees 

The FREE MARKET Works...government doesn’t 

No more government mandates"
2020-12-02 14:31:11+00:00,1334143077670412289,gastropoda,"Veterinarian friend, a former vegetarian, always says meat is plant-based. What do animals eat?"
2020-12-02 13:12:38+00:00,1334123308791574532,vgk_ash88,"Is it just me or does it seem so unfair that healthy, plant based food options often are twice as expensive than junk food or items that contain meat? #Vegetarian #Veganism #CowProtection"
2020-12-02 11:38:48+00:00,1334099693933092864,Sheardyweirdy,"Good though this may be, it is just a transitional stage to a wider adoption of a plant based diet that doesn't involve energy and water intensive processing. Fake meat is just that.. fake. We need to encourage people to eat the real plant foods, not fake food."
2020-12-02 10:01:04+00:00,1334075100031840261,OtherworldTiger,"I'm not a vegetarian but I feel like the plant-based beef stuff is a step in the right direction toward synthetic meat. I just tried some for the first time and it's kinda tasteless, but once they fix that maybe we'll have a pretty good substitute."
2020-12-02 08:03:15+00:00,1334045450639450112,deji_of_lagos,"Got chicken? Singapore becomes first to approve lab-grown meat US-based Eat Just's meat is created from animal cells, not plant-based substitutes. After chicken, beef may be next."
2020-12-02 07:37:42+00:00,1334039022168104960,prem_setaram,Livestock farming is not hurting the planet.Don't let the very people who developed pesticide and weedicide tell you other wise. Eating lab grown meat and plant based alternatives will destroy humans. We will vanish like the Incas and Mayan civilizations. Stop the none sense now
2020-12-02 07:12:07+00:00,1334032583152300032,_eddycrispy,plant based cigarettes?? you telling me niggas been smoking meat this entire time!!??
2020-12-02 07:02:50+00:00,1334030244622307329,HaidarK2N,"Unsure if it is safe. I wonder? “chicken bites”, by the US co Eat Just, are made from cells grown in a bioreactor and then combined with plant-based ingredients. Dozens of firms are developing cultivated meat with a view to making meat production more climate-friendly and humane."
2020-12-02 06:47:08+00:00,1334026293382426624,SkyScottBeasley,"🍗 Lab grown chicken meat approved for the first time 

🇸🇬 by regulators in Singapore

🇺🇸 Made by Californian Eat Just

🧪 It’s lab grown ‘meat’ rather than plant based alternative

🏆 Will kick off race to develop &amp; sell using the technology

🐔 Initially will be in nuggets"
2020-12-02 05:31:04+00:00,1334007151958880257,_itsmeGP,"I decided to go plant based and rn I am having many ragrets. I want McDonald’s, gimme that horse meat😭😭😭"
2020-12-02 05:01:16+00:00,1333999653436747777,_tvcker,Bitches be tryna force veganism on you like girl I don’t want none of that plant based bullshit give me the meat 😂
2020-12-02 04:46:31+00:00,1333995942698045440,everydayanjali,How I feel about keto food is probably how meat eaters feel about plant-based proteins.
2020-12-02 02:20:44+00:00,1333959255322451969,neevenchy,"I cooked a plant based burger tonight and it was so good. It tasted better than meat, honestly."
2020-12-02 01:33:25+00:00,1333947346238009344,YOURKINGSTOOD,"WALK UP TO A THICK BITCH LIKE..

IS THAT AZZ PLANT BASED ""FAKE""
OR IS THAT REAL MEAT ""ALL YOU"""
2020-12-02 01:29:26+00:00,1333946342008365064,LGoonerHoward,"Plant based foods that are alternatives for meat products can look and taste like the product. 
It’s not about the look/texture and taste, it’s about choosing an alternative that can look and taste the same, but is healthier and friendlier to the environment."
2020-12-02 01:15:36+00:00,1333942861281234950,LuciusEros,"Historically, it was the slaves that were fed plant based diets. Meat is the food of free men"
2020-12-01 23:47:44+00:00,1333920750529617922,thesittingcow,People really be going into plant based eating only having salads then revert back to meat eating bc they can't cook
2020-12-01 22:12:47+00:00,1333896853285261313,aantoni05,Plant based meat is not the wave
2020-12-01 21:51:18+00:00,1333891450329821192,skeletonpup,I see a lot of plant based people discouraging people away from eating meat alternatives because they're unhealthy and I just want to say: shut up and let people enjoy things
2020-12-01 21:15:21+00:00,1333882402763132929,aliwolfPR,If only Moe’s has plant-based meat. For now I’m on the chipotle train 🚂
2020-12-01 20:55:04+00:00,1333877298647457795,__theyoungn,Have anybody tried plant based meat ??
2020-12-01 19:13:36+00:00,1333851762080542721,NessafcknG,"Deciding on a plant based @alphafoods Philly burrito for lunch was by far my most interesting decision today. 

Seeing as I’ve never had an actual Philly, So I have no frame of reference. 

But mushrooms as a meat substitute will always be my jam. 

 ☺️"
2020-12-01 18:55:26+00:00,1333847188707807233,_coconutverbena,Making vegan baked beans with vegan plant based impossible ground “meat” to start it all off today
2020-12-01 16:37:05+00:00,1333812374827130881,ShawniiMONTANA,I love salmon over any meat but I’m letting that go too all plant based foods .
2020-12-01 15:59:26+00:00,1333802899403468800,___sgb___,"I'm buying groceries for the first time for just myself and its fucking wild, I can get what I want without judgement??? I can buy vegetables that I like to eat??? I can buy plant based meat instead of real meat??? I'm shook."
2020-12-01 15:49:17+00:00,1333800345869250562,katellandia,Cutting back on meat and eating more plant based foods at least 4-5 times a week can do wonders. Highly recommend
2020-12-01 12:35:32+00:00,1333751584233283584,Doxinar,"From : studying the greed of old white men abusing our world and hoarding money

To : studying innovation for plant based meat alternatives 🥺"
2020-12-01 12:26:05+00:00,1333749208839573506,_VictorWilliams,#pizzahut has new beyond meat sausage. @pizzahut  needs to have the option of plant-based cheese. @daiyafoods or @ViolifeFoods can help you stock up. #Vegan #pizza #veganfood
2020-12-01 12:19:13+00:00,1333747477451829248,MaxLiberty5,"Question to Mask Wearers
if you are instructed to eat only plant based protien in place of natural meat will you comply?"
2020-12-01 11:09:11+00:00,1333729855867904007,GxldenHabit,all the recipes Florence shares on insta?  yeah I do think about stop eating meat cause a plant based diet sounds good tbh 🧐
2020-12-01 08:52:47+00:00,1333695527259570177,HaileyOjeda,My fav moments of having a vegan sister is when she doesn’t trust her food &amp; has me try it to see if its real meat or not &amp; I have to try her plant based food bc she doesn’t trust no one cooking for her it’s even funnier when she says “are u sure?” After I’m spitting out her food
2020-12-01 08:32:42+00:00,1333690475371491328,M4RKPHOBIA,i cooka da beyond meat ™ ball for all the plant based people out there
2020-12-01 07:45:55+00:00,1333678699535888384,penisd3stroyer,hot take: veganism in media is classist and plant based alternatives are overpriced. the world would be a better place w/o meat and without commercialization ❤️
2020-12-01 04:47:34+00:00,1333633815898583040,mirchi_bhai,"I’ve had a plant based lunch every working day this year so far, so much better feeling than eating meat every day"
2020-12-01 04:42:23+00:00,1333632514905284608,savajava,This plant based protein used in my HF meal tastes and smells zero percent like real meat.
2020-12-01 04:05:11+00:00,1333623151649910784,shea_buttered,Excuse me hello @pizzahut how u guys gonna put out a plant based MEAT pizza but still not have a plant based cheese ?????? Please #help
2020-12-01 00:48:29+00:00,1333573650663034883,loladarling205,You can barely taste the difference with plant based meat and ground beef . Go ahead and make that switch
2020-12-01 00:38:02+00:00,1333571019706011648,10_Carat_Cutie,"I'll never understand the point of these plant-based meats I'm seeing on commercials all the time
Clearly they're a vegetarian/vegan way to enjoy meat
But at that point, you might as well just eat real meat if it really does taste the same"
2020-12-01 00:29:21+00:00,1333568835480240128,NikNik351,"Everyone who is coming for people who aren't jumping at the chance to get a #CovidVaccine because we don't know what's in it. Pipe down, most of you won't even try plant-based meat products 🤗"
2020-12-01 00:06:40+00:00,1333563127745699847,kayofalltrades,"I order impossible meat, plant based queso, and bread 😭😭random asf"
2020-11-30 23:40:54+00:00,1333556640960942082,notevenalli,"I’m currently eating my first plant based burger and it’s not bad, but it’s not my cup of tea. Meat substitutes are still so weird to me sometimes"
2020-11-30 21:52:28+00:00,1333529356296097792,Celinestx,I want to try a plant based birria taco recipe but I know they’re going to recommend banana skin or something stupid as a meat replacer and that’s going to make me so mad
2020-11-30 21:02:36+00:00,1333516804921167877,chezdabest,Never met a rich vegan. The Meat and dairy industry is a part of capitalism too and they argue that it’s expensive to be a vegan/eat plant based.
2020-11-30 20:01:34+00:00,1333501445166018562,livinspired_,"➖ Liv Options Meal Prep Delivery Service ➖
‼️ TO MY HEALTH CONSCIOUS/ AWARE FAMILY DONT WORRY I WILL HAVE PLANT 🌱 BASED OPTIONS , PESCATARIAN &amp; NON MEAT OPTIONS AVAILABLE ‼️

It’s LIV OPTIONS 🍴 
Thank You For Allowing Me To Serve You"
2020-11-30 19:58:35+00:00,1333500695757156352,theeprettyvegan,It’s like week 3(?) of no meat. It’s up. Had lil dairy cheese &amp; some butter but I’m giving myself til Valentines Day to transition to fully plant based.
2020-11-30 18:53:30+00:00,1333484317130043393,Breekachu7,"If vegans are plant based, does that make meat eaters death based? 🤷🏼‍♀️😆🙃#vegan #death #plantbased #govegan"
2020-11-30 18:36:28+00:00,1333480028185751556,angelacria,"there's a special place in my heart for the plant based girls that eat meat 🤗❣️
🍤🐔 🐟 🐄"
2020-11-30 18:09:38+00:00,1333473277755367425,Nader_Most,Parents be like “Why are you eating plant-based meat that’s not healthy?” Then go to a “socially distanced” family gathering in a purple zone 🙃
2020-11-30 16:32:29+00:00,1333448827119034374,_UScreamCHELLE,I need to get me some more plant based  turkey lunch meat shit was good!
2020-11-30 16:20:46+00:00,1333445879668289538,Tru_Forte,I've been plant based &amp; still ate some meat. I'm over it. Full vegan mode activated.
2020-11-30 13:06:26+00:00,1333396975484592130,KillorglinKen,From The @Telegraph today: It’s becoming pretty indisputable that cutting out red meat and eating more plant-based foods will do you good – and help you shed pounds. - I beg to differ... #eatMeat #keto #lowcarb
2020-11-30 12:28:53+00:00,1333387522320314368,RoseDAnnor,"So I've been eating plant based for a month now (5 months of keto made me go off meat completely)  and I am feeling a lot better for it, but I gotta switch back to batch cooking. As much as I am loving trying new recipes/ foods. I'm tired of cooking 2-3 times everyday 🤣🤣."
2020-11-30 11:19:56+00:00,1333370172531326976,kaysabel,"my brother surprised me and now finally got to taste the BK plant-based burger! ✨✨ it was 🤤 my dad, a meat eater, also got one and he liked it. Great job, @burgerkingph!"
2020-11-30 10:52:41+00:00,1333363316006088706,zaccharybird,"vegans just don’t get it, ya’ll think plant based meat alternatives just grow on trees or something ???"
2020-11-30 10:06:10+00:00,1333351609598881792,SalesAgency_com,"Ikea, mirroring the shift in American consumers' diets, will amp up its plant-based food options and cut down on red meat in a phased roll-out of new products over the next five years. The retailer, best known as a furniture seller but also one of the world's largest restaurant c"
2020-11-30 09:37:38+00:00,1333344428212318209,chanelthecamel,fuck plant based burgers i want a meat based vegetable
